cbsa,lat,lon
27100,42.248474,-84.420868
32100,46.656596,-87.584028
36100,29.202805,-82.0431
43100,43.738713,-87.731531
41100,37.262531,-113.4878
10140,47.113732,-123.826735
11140,32.098355,-84.224304
13140,30.075928,-94.202705
14140,37.248463,-81.359375
16140,42.039502,-94.86765
20140,32.530337,-82.856611
22140,36.511624,-108.324578
24140,35.35419,-78.00867
26140,28.850292,-82.595552
32140,44.409195,-95.847268
45140,35.904367,-94.996796
30150,43.785726,-72.159142
39150,34.631071,-112.577225
14180,35.766944,-90.052207
21180,38.781095,-79.867788
27180,35.753215,-88.882692
28180,22.012038,-159.705965
32180,39.13584,-93.204164
38180,44.404897,-100.484817
40180,43.054831,-108.608935
44180,37.36087,-93.180262
47180,38.688381,-87.420358
48180,31.133114,-82.36865
25200,43.325486,-114.19734
42200,34.536677,-120.038364
38210,37.499366,-82.509794
10220,34.721421,-96.691804
15220,31.764137,-98.998456
13220,37.905659,-81.163748
16220,42.977645,-106.768219
19220,37.507848,-84.735684
20220,42.463481,-90.878771
21220,40.906086,-115.554577
22220,36.116394,-94.079545
24220,47.835929,-96.842681
26220,45.511775,-121.655976
27220,44.048662,-110.426087
31220,43.957196,-86.442937
34220,31.189707,-83.769773
39220,39.673284,-110.588484
40220,37.286226,-79.946935
42220,38.525182,-122.92611
46220,33.097877,-87.799147
47240,41.38097,-70.701499
12260,33.460371,-81.982833
11260,62.212784,-149.678222
15260,31.301739,-81.588909
18260,36.190707,-85.463759
16260,37.909304,-113.30674
19260,36.811853,-79.400122
21260,47.124441,-120.676709
22260,46.405727,-95.714581
24260,41.083926,-98.374218
28260,40.738595,-99.031788
29260,45.304081,-117.999149
31260,31.251896,-94.611134
32260,42.0417,-92.981403
34260,36.280268,-92.329949
38260,37.505821,-94.853897
43260,44.781369,-106.881211
41260,41.427332,-78.653937
49260,36.425619,-99.273661
12300,44.417012,-69.765764
13300,28.416077,-97.742586
17300,36.69571,-87.624307
18300,43.18591,-124.094133
20300,35.835676,-101.890502
24300,39.019524,-108.460571
30300,46.251696,-116.925017
33300,33.05949,-83.255457
32300,36.682503,-79.872564
37300,31.841261,-95.661727
42300,46.321819,-84.52063
45300,28.120541,-82.525188
46300,42.440397,-114.568729
47300,36.228834,-118.781055
48300,47.76611,-120.270197
43320,35.390785,-110.321025
17340,39.108009,-122.745217
22340,31.740772,-83.147197
26340,47.367297,-88.351332
27340,34.763109,-77.499469
31340,37.364926,-79.216689
32340,40.361136,-94.883146
36340,41.400714,-79.765813
37340,28.298311,-80.700333
38340,42.371493,-73.217928
45340,36.577183,-105.638878
47340,40.843747,-85.795192
13380,48.842653,-121.836432
14380,36.235368,-81.709888
17380,33.799139,-90.88412
18380,31.920268,-83.75653
21380,38.382134,-96.359301
22380,35.829692,-111.773728
26380,29.33413,-90.843674
28380,36.153025,-90.062254
30380,40.601615,-77.651832
32380,43.213732,-93.274339
31380,40.455808,-90.678954
42380,41.791504,-76.502123
46380,39.432388,-123.442881
47380,31.5921,-97.286018
49380,43.677686,-95.763132
32390,44.488112,-75.074311
12420,30.249744,-97.649842
15420,42.369199,-113.642424
13420,47.879508,-95.00505
20420,37.287367,-107.839718
21420,36.378132,-97.788741
27420,46.972223,-98.956123
29420,35.717705,-113.749689
30420,40.756816,-99.821978
34420,33.132104,-94.903503
38420,42.870028,-90.694229
37420,35.617393,-100.810553
42420,41.699256,-103.708555
43420,31.840129,-109.775163
49420,46.456558,-120.740145
35440,44.641061,-123.911212
10460,32.615599,-105.751308
13460,44.153837,-120.887072
24460,38.481239,-98.767837
23460,34.047641,-86.034263
25460,36.087809,-93.162053
27460,42.304216,-79.407595
38460,44.752712,-73.705643
37460,30.273241,-85.642089
44460,40.571846,-107.825352
41460,38.96457,-97.663387
45460,39.392389,-87.347096
48460,36.774369,-91.887368
49460,43.006603,-97.388361
10480,37.32264,-105.774242
10500,31.644686,-84.110718
11500,33.770516,-85.827909
19500,39.860237,-88.961529
22500,34.153574,-79.806164
24500,47.316575,-111.350262
31500,38.783604,-85.44009
33500,48.320242,-101.19801
34500,38.30078,-88.92421
44500,32.236669,-98.220545
41500,36.240104,-121.315578
43500,32.732087,-108.381504
45500,33.478373,-94.207162
12520,44.703427,-117.691933
45520,45.164536,-121.165069
46520,21.461365,-158.201974
12540,35.346629,-118.729506
13540,43.035328,-73.111496
20540,36.054196,-89.398306
21540,45.805229,-86.901938
22540,43.754722,-88.493284
27540,38.373344,-86.873385
28540,55.449938,-131.106685
29540,40.041992,-76.250198
33540,47.069545,-114.262668
32540,34.92554,-95.74813
37540,36.325295,-88.300288
38540,42.692921,-112.228982
40540,41.660328,-108.875677
42540,41.322881,-75.898188
